epoch,tr_loss,tr_acc,tr_prec,tr_rec,tr_f1_macro,tr_f1_weighted,tr_f1_binary,tr_mae,tr_rmse,tr_mse,tr_mape,vl_loss,vl_acc,vl_prec,vl_rec,vl_f1_macro,vl_f1_weighted,vl_f1_binary,vl_mae,vl_rmse,vl_mse,vl_mape,lr
1,0.4229042473586292,0.6514285714285715,0.6936299292214358,0.6500783699059561,0.6301236963376182,0.6306309552683552,0.5413533834586466,20.592908582304204,27.44773267041712,753.3780287466833,16167919958.040663,0.4635021300672317,0.5,0.7,0.625,0.48571428571428577,0.4571428571428572,0.4,10.491116347495053,14.935320871907805,223.06380954684494,93.34273646648751,0.0001
2,0.23878815638587006,0.8628571428571429,0.8832227750138197,0.8621995820271682,0.8608534322820036,0.8609488470712959,0.8441558441558441,14.143351630632367,18.635865867534427,347.2954966327347,8465625613.367517,0.27882165437552076,0.7555555555555555,0.7593873517786561,0.7916666666666667,0.7494939271255061,0.7624831309041835,0.7884615384615384,12.793353578779433,14.873915664666903,221.2333671996235,194.92947658202038,0.0001
3,0.22425869161998777,0.9114285714285715,0.9213624894869639,0.9093137254901961,0.9105339105339105,0.9107895279323852,0.9015873015873016,14.181732469222375,18.66580990386844,348.41245936735316,8587736249.93272,0.3136646008018551,0.8111111111111111,0.8111111111111111,0.85,0.8057142857142857,0.8165079365079364,0.838095238095238,11.566867622898684,14.066780944362593,197.87432613668258,144.69688189170878,0.0001
4,0.20749395670503884,0.9228571428571428,0.925,0.9314720812182742,0.9226747183150452,0.9231468759534154,0.9264305177111716,13.793228587029235,18.55345977568128,344.23086964782317,7513171791.689094,0.299328629712702,0.8555555555555555,0.8488372093023255,0.8916666666666666,0.8502112405581872,0.8596423846711904,0.8785046728971964,11.09823549915519,18.107829233641983,327.89347955473926,82.82713329795732,0.0001
5,0.15876420263895963,0.9657142857142857,0.9663398692810458,0.9660961588711785,0.9657131661442006,0.9657098074339453,0.9655172413793103,11.625428128646952,15.788968022314663,249.291511209675,5860163609.339043,0.36428261559800507,0.8111111111111111,0.8191489361702128,0.8583333333333334,0.8070861177657294,0.8163745639473794,0.8349514563106796,10.364755033163561,15.35686205944794,235.8332123129116,90.54028652071015,0.0001
6,0.13753901232364235,0.9714285714285714,0.9725274725274725,0.9719101123595506,0.9714248391626661,0.9714192407638083,0.9710982658959537,9.9973270375388,14.183024346321412,201.15817960834593,4984198872.408326,0.31194943820004617,0.8111111111111111,0.8191489361702128,0.8583333333333334,0.8070861177657294,0.8163745639473794,0.8349514563106796,9.112201977355612,14.102438333476751,198.87876694951456,73.00627991458795,0.0001
7,0.11024731804483705,0.9828571428571429,0.9824561403508771,0.9837837837837837,0.9828296703296704,0.9828689167974883,0.9835164835164836,8.263611205347948,11.166135359663892,124.68257887033629,4577446820.689564,0.25569204326880357,0.8666666666666667,0.8491902834008097,0.8833333333333333,0.8581932773109244,0.8697478991596638,0.8928571428571429,9.018267035815452,14.268886068944123,203.6011096485077,96.75107398998634,1e-05
8,0.10801495615197267,0.9771428571428571,0.9772727272727273,0.9780219780219781,0.977136137967076,0.9771518160438986,0.9775280898876404,8.285236603734749,11.168970654333833,124.74590547737033,4969546696.408119,0.2625703395735412,0.8333333333333334,0.8116883116883117,0.8333333333333334,0.8193979933110367,0.8361204013377925,0.8695652173913043,9.841130938960447,14.141108758826789,199.97095692896775,98.52840467841634,1e-05
9,0.11083976539878661,0.9942857142857143,0.9942196531791907,0.994413407821229,0.9942840344917692,0.9942862742170294,0.9943820224719102,8.806734869437559,11.778715114969065,138.73812975960072,3768320794.7240696,0.23954904894709736,0.8333333333333334,0.8116883116883117,0.8333333333333334,0.8193979933110367,0.8361204013377925,0.8695652173913043,8.731379157967037,15.372909830321584,236.32635665119798,71.76887177715928,1e-05
10,0.1030334268063307,0.9942857142857143,0.9943502824858756,0.9942857142857142,0.9942855276907001,0.9942855276907002,0.9942528735632185,7.973119180096047,10.927542263828832,119.41117992776533,4824669453.734833,0.2761711724103258,0.8,0.7747844827586207,0.7833333333333333,0.7785675232367413,0.8015308911973755,0.847457627118644,10.363088334931268,12.805810855675324,163.98879167133197,129.18639409378517,1e-05
11,0.09276621772345751,1.0,1.0,1.0,1.0,1.0,1.0,7.14631662797715,9.70767260486247,94.23890740319729,4269815561.7498994,0.2857665822520134,0.7888888888888889,0.7624384909786768,0.7666666666666666,0.764430362308858,0.7897322863571657,0.8403361344537815,10.370139747195774,13.377225504744324,178.95016220478203,133.38616353168095,1e-05
12,0.0965036527205791,1.0,1.0,1.0,1.0,1.0,1.0,7.675875847680228,10.142850828680896,102.87742293287272,3915935635.3966184,0.2506101377758052,0.8444444444444444,0.8240740740740741,0.8500000000000001,0.832535885167464,0.8474215842636894,0.8771929824561403,9.498674562242297,14.064111248997415,197.79922522417561,99.04241862953695,1e-05
13,0.10708191857485398,0.9714285714285714,0.972972972972973,0.9714285714285714,0.9714052287581699,0.9714052287581699,0.9705882352941176,7.211042590503181,9.949354973931197,98.98966439728946,2828217005.871912,0.29687116187380846,0.8444444444444444,0.8240740740740741,0.8500000000000001,0.832535885167464,0.8474215842636894,0.8771929824561403,12.218789458274841,14.891535281178722,221.75782303059063,138.3289929773458,1e-05
14,0.089037334386588,0.9942857142857143,0.9942765567765568,0.9942765567765568,0.9942765567765568,0.9942857142857143,0.9940476190476191,6.947413296071546,9.374074347192986,87.87326986670159,4707019534.920656,0.2715034726405291,0.8555555555555555,0.836562978072412,0.8666666666666667,0.8454629507330603,0.8586272178928367,0.8849557522123894,10.606134679582384,14.327684750617921,205.28255031308933,114.34507943334246,1.0000000000000002e-06
15,0.09024727672178831,1.0,1.0,1.0,1.0,1.0,1.0,7.277565607982022,9.904387251672656,98.09688683109583,3500333910.8077607,0.2700316128400885,0.8777777777777778,0.8619909502262444,0.9,0.8707403055229141,0.8807938373155764,0.9009009009009009,10.369352859920925,14.089875125385008,198.5245810489432,113.38912642392516,1.0000000000000002e-06
16,0.09211161318267967,1.0,1.0,1.0,1.0,1.0,1.0,7.375502173645156,9.798663916591584,96.01381455031394,4907903610.22357,0.27835665247859614,0.8777777777777778,0.8619909502262444,0.9,0.8707403055229141,0.8807938373155764,0.9009009009009009,10.095066478517321,14.087255514072062,198.45076791875374,104.80262822973154,1.0000000000000002e-06
17,0.09047306783203066,0.9971428571428571,0.9971428571428571,0.9971590909090908,0.9971428338190517,0.9971428804666628,0.9971509971509972,7.110575341316206,9.444507333810297,89.19871877839648,3920779557.3399878,0.27865489435974156,0.8777777777777778,0.8619909502262444,0.9,0.8707403055229141,0.8807938373155764,0.9009009009009009,10.10589732064141,14.092662731989659,198.60314287761025,104.4040296655079,1.0000000000000002e-06
18,0.08784901333223058,1.0,1.0,1.0,1.0,1.0,1.0,7.094997174888849,9.250443954874195,85.57071336226853,3623568027.2999873,0.2772030713430794,0.8666666666666667,0.8491902834008097,0.8833333333333333,0.8581932773109244,0.8697478991596638,0.8928571428571429,10.656508604685465,14.337639030191498,205.56789296007062,114.17182727491755,1.0000000000000002e-07
19,0.09275383844718087,0.9885714285714285,0.9890710382513661,0.9883040935672515,0.9885579783582334,0.9885669451670301,0.9881656804733728,7.103363078917776,9.548312187777737,91.17026563526488,4496387996.50549,0.2702731530882838,0.8444444444444444,0.8240740740740741,0.8500000000000001,0.832535885167464,0.8474215842636894,0.8771929824561403,10.309112758106656,14.421877421225366,207.99054835285003,109.68560455333305,1.0000000000000002e-07
